Category,Description,Nutrient Data Bank Number,x,y
Butter,"Butter, salted",1001,79.85507,-112.08433
Butter,"Butter, whipped, with salt",1002,79.97134,-112.066635
Butter oil,"Butter oil, anhydrous",1003,79.89914,-112.19788
Cheese,"Cheese, blue",1004,80.00217,-111.1499
Cheese,"Cheese, brick",1005,80.049164,-111.191666
Cheese,"Cheese, brie",1006,79.63916,-111.93816
Cheese,"Cheese, camembert",1007,79.807396,-111.18484
Cheese,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",1009,79.84058,-111.27568
Cheese,"Cheese, colby",1011,80.11704,-111.4734
Cheese,"Cheese, cottage, creamed, large or small curd",1012,77.7554,-98.61639
Cheese,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",1014,77.3207,-98.54966
Cheese,"Cheese, cottage, lowfat, 2% milkfat",1015,77.38572,-98.36643
Cheese,"Cheese, cottage, lowfat, 1% milkfat",1016,77.72684,-98.260704
Cheese,"Cheese, cream",1017,80.01732,-112.66649
Cheese,"Cheese, feta",1019,80.17364,-110.18842
Cheese,"Cheese, fontina",1020,79.87094,-111.35103
Cheese,"Cheese, gouda",1022,80.08672,-110.6422
Cheese,"Cheese, gruyere",1023,80.29205,-110.734245
Cheese,"Cheese, limburger",1024,79.92429,-111.43665
Cheese,"Cheese, monterey",1025,79.99702,-110.97572
Cheese,"Cheese, mozzarella, low moisture, part-skim",1029,80.54142,-110.13447
Cheese,"Cheese, muenster",1030,80.10627,-111.17718
Cheese,"Cheese, parmesan, grated",1032,80.764015,-110.11898
Cheese,"Cheese, provolone",1035,80.253136,-110.6839
Cheese,"Cheese, ricotta, whole milk",1036,77.1361,-100.65916
Cheese,"Cheese, ricotta, part skim milk",1037,77.29582,-99.869156
Cheese,"Cheese, swiss",1040,80.4552,-110.73243
Cheese,"Cheese, pasteurized process, American, vitamin D fortified",1042,80.21119,-110.74992
Cheese spread,"Cheese spread, pasteurized process, American",1048,80.55988,-109.545525
Cream,"Cream, fluid, half and half",1049,77.35382,-100.345566
Cream,"Cream, fluid, light (coffee cream or table cream)",1050,77.275,-101.66213
Cream,"Cream, fluid, heavy whipping",1053,80.10097,-112.5287
Cream,"Cream, whipped, cream topping, pressurized",1054,79.19998,-112.26424
Cream,"Cream, sour, cultured",1056,77.492,-101.887215
Eggnog,Eggnog,1057,77.0619,-99.038055
Cheese,"Cheese, American, nonfat or fat free",1061,81.15742,-109.30752
Cream substitute,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",1067,77.80575,-100.09111
Cream substitute,"Cream substitute, powdered",1069,79.73234,-112.101036
Dessert topping,"Dessert topping, semi solid, frozen",1073,79.060814,-111.961945
Sour cream,"Sour cream, imitation, cultured",1074,78.98921,-111.72407
Milk,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,77.5363,-98.5188
Milk,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",1079,77.595406,-98.484604
Milk,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",1082,77.62135,-98.41877
Milk,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",1085,77.50697,-98.279015
Milk,"Milk, buttermilk, fluid, cultured, lowfat",1088,77.79645,-98.15273
Milk,"Milk, low sodium, fluid",1089,77.52465,-98.82565
Milk,"Milk, dry, whole, with added vitamin D",1090,81.13529,-110.065704
Milk,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",1091,81.373344,-109.51731
Milk,"Milk, buttermilk, dried",1094,81.19918,-109.89362
Milk,"Milk, canned, condensed, sweetened",1095,80.03598,-109.79828
Milk,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",1096,77.01514,-99.847084
Milk,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",1097,76.89354,-99.06674
Milk,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",1102,77.39682,-99.44571
Milk,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D",1103,77.42266,-99.03646
Milk,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",1104,77.39935,-98.760925
Milk,"Milk, goat, fluid, with added vitamin D",1106,77.22574,-98.75055
Milk,"Milk, human, mature, fluid",1107,78.63189,-98.90875
Whey,"Whey, acid, dried",1113,81.532234,-109.7372
Whey,"Whey, sweet, dried",1115,81.43767,-109.89941
Yogurt,"Yogurt, plain, whole milk",1116,77.56602,-98.52016
Yogurt,"Yogurt, plain, low fat",1117,76.98389,-98.65343
Yogurt,"Yogurt, plain, skim milk",1118,77.060196,-98.5668
Egg,"Egg, whole, raw, fresh",1123,83.24965,-96.25958
Egg,"Egg, white, raw, fresh",1124,77.666504,-97.734024
Egg,"Egg, yolk, raw, fresh",1125,82.86173,-96.17801
Egg,"Egg, whole, cooked, hard-boiled",1129,83.29954,-96.23434
Egg,"Egg, whole, dried",1133,82.60452,-96.27534
Egg,"Egg, duck, whole, fresh, raw",1138,83.12333,-96.30241
Egg,"Egg, goose, whole, fresh, raw",1139,83.22571,-96.19464
Egg,"Egg, quail, whole, fresh, raw",1140,83.23661,-96.2554
Butter,"Butter, without salt",1145,79.84414,-112.18238
Milk,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",1151,77.71091,-98.11096
Milk,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",1154,81.42044,-109.84211
Cheese,"Cheese, goat, semisoft type",1157,79.965225,-112.02328
Cheese sauce,"Cheese sauce, prepared from recipe",1164,77.61497,-101.47943
Cheese,"Cheese, mexican, queso anejo",1165,80.14897,-111.01108
Cheese,"Cheese, mexican, queso asadero",1166,80.111496,-110.90911
Cheese,"Cheese, low-sodium, cheddar or colby",1169,79.90156,-111.449066
Sour cream,"Sour cream, light",1179,77.31834,-100.15389
Sour cream,"Sour cream, fat free",1180,77.64943,-98.65992
Parmesan cheese topping,"Parmesan cheese topping, fat free",1185,80.90931,-109.30432
Cheese,"Cheese, cream, fat free",1186,80.64764,-109.08117
Cream,"Cream, half and half, fat free",1199,77.19749,-98.41214
Cream substitute,"Cream substitute, flavored, liquid",1205,76.98588,-102.61289
Cream substitute,"Cream substitute, flavored, powdered",1206,78.489784,-111.4429
Cheese,"Cheese, provolone, reduced fat",1208,80.5117,-110.02117
Cheese,"Cheese, Mexican, blend, reduced fat",1209,80.60532,-109.91332
Milk,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",1211,77.70123,-98.29961
Cheese product,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",1215,80.66501,-109.52848
Protein supplement,"Protein supplement, milk based, Muscle Milk, powder",1223,82.78408,-110.31108
Protein supplement,"Protein supplement, milk based, Muscle Milk Light, powder",1224,83.1851,-110.132996
Dulce de Leche,Dulce de Leche,1225,79.97661,-109.686
Egg substitute,"Egg substitute, liquid or frozen, fat free",1226,77.83025,-98.17939
Cheese,"Cheese, fresh, queso fresco",1228,80.33653,-110.419655
Milk,"Milk, buttermilk, fluid, whole",1230,77.82013,-98.3596
Ice cream,"Ice cream, bar or stick, chocolate covered",1237,79.1969,-111.663864
Ice cream cone,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",1240,78.61344,-110.79631
Fat free ice cream,"Fat free ice cream, no sugar added, flavors other than chocolate",1243,81.09137,-104.688866
Nutritional supplement for people with diabetes,"Nutritional supplement for people with diabetes, liquid",1250,77.7704,-99.734726
Cheese,"Cheese, Mexican blend",1251,79.86153,-111.072815
Cheese product,"Cheese product, pasteurized process, American, vitamin D fortified",1252,80.693924,-109.92946
Cheese,"Cheese, pasteurized process, American, without added vitamin D",1253,80.29881,-110.46178
Yogurt,"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)",1256,77.311104,-98.092445
Cheese spread,"Cheese spread, American or Cheddar cheese base, reduced fat",1259,80.69329,-109.20459
Cheese,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",1260,80.72206,-109.98619
Ice cream bar,"Ice cream bar, stick or nugget, with crunch coating",1264,79.039215,-111.591866
Cheese,"Cheese, cheddar, nonfat or fat free",1265,80.59569,-109.34893
Cheese,"Cheese, Swiss, nonfat or fat free",1266,80.736206,-109.28454
Cheese,"Cheese, mexican, queso cotija",1267,80.26251,-110.53251
Yogurt,"Yogurt, Greek, strawberry, lowfat",1284,77.152596,-99.28933
Yogurt,"Yogurt, Greek, strawberry, nonfat",1285,77.46954,-98.86804
Yogurt,"Yogurt, Greek, vanilla, nonfat",1286,77.57478,-98.99557
Yogurt,"Yogurt, Greek, plain, lowfat",1287,77.35996,-98.61663
Kefir,"Kefir, lowfat, plain, LIFEWAY",1289,77.33745,-98.0423
Kefir,"Kefir, lowfat, strawberry, LIFEWAY",1290,77.23369,-98.69677
Milk,"Milk, chocolate, fat free, with added vitamin A and vitamin D",1292,77.41913,-98.96468
Yogurt,"Yogurt, Greek, plain, whole milk",1293,77.29267,-98.77723
Yogurt,"Yogurt, Greek, fruit, whole milk",1294,77.253624,-99.304695
Yogurt,"Yogurt, Greek, vanilla, lowfat",1297,76.96753,-98.95657
Light ice cream,"Light ice cream, Creamsicle",1302,76.94131,-100.87978
Milk,"Milk, chocolate, lowfat, reduced sugar",1305,77.04799,-98.5355
Spices,"Spices, basil, dried",2003,83.24472,-108.9664
Spices,"Spices, caraway seed",2005,82.66239,-109.52571
Spices,"Spices, celery seed",2007,82.83476,-109.90174
Spices,"Spices, chili powder",2009,84.1492,-107.08683
Spices,"Spices, cinnamon, ground",2010,82.56966,-108.733635
Spices,"Spices, cloves, ground",2011,82.9928,-108.94942
Spices,"Spices, coriander leaf, dried",2012,82.95936,-109.25469
Spices,"Spices, cumin seed",2014,83.181625,-109.43602
Spices,"Spices, garlic powder",2020,82.01166,-109.35152
Spices,"Spices, ginger, ground",2021,82.872475,-108.93202
Spices,"Spices, marjoram, dried",2023,83.41072,-109.116905
Spices,"Spices, mustard seed, ground",2024,82.505196,-110.64011
Spices,"Spices, nutmeg, ground",2025,81.4109,-110.44022
Spices,"Spices, onion powder",2026,82.46648,-109.137115
Spices,"Spices, oregano, dried",2027,82.96139,-109.03303
Spices,"Spices, paprika",2028,84.09784,-106.99522
Spices,"Spices, parsley, dried",2029,83.144875,-108.77296
Spices,"Spices, pepper, black",2030,82.763596,-108.60425
Spices,"Spices, pepper, red or cayenne",2031,83.77052,-107.2111
Spices,"Spices, poultry seasoning",2034,83.28997,-108.14667
Spices,"Spices, pumpkin pie spice",2035,82.87196,-109.03114
Spices,"Spices, sage, ground",2038,83.29054,-108.43949
Spices,"Spices, thyme, dried",2042,83.96218,-108.706345
Spices,"Spices, turmeric, ground",2043,82.909454,-109.32412
Basil,"Basil, fresh",2044,83.46884,-107.39224
Mustard,"Mustard, prepared, yellow",2046,81.101074,-103.3318
Salt,"Salt, table, iodized",2047,81.859344,-102.72576
Vinegar,"Vinegar, cider",2048,80.067604,-97.17889
Vanilla extract,"Vanilla extract, imitation, no alcohol",2052,78.288246,-99.54488
Vinegar,"Vinegar, distilled",2053,79.90091,-96.78387
Capers,"Capers, canned",2054,81.12086,-102.536804
Horseradish,"Horseradish, prepared",2055,80.26033,-102.010864
Clif Z bar,Clif Z bar,3000,81.42293,-109.29787
Babyfood,"Babyfood, juice treats, fruit medley, toddler",3001,74.67313,-97.4724
Babyfood,"Babyfood, meat, beef, strained",3002,81.40525,-99.47099
Babyfood,"Babyfood, meat, beef, junior",3003,81.466484,-99.47937
Babyfood,"Babyfood, meat, veal, strained",3005,81.82724,-99.63893
Babyfood,"Babyfood, meat, ham, strained",3008,81.228355,-99.768456
Babyfood,"Babyfood, meat, lamb, strained",3010,81.95183,-99.49435
Babyfood,"Babyfood, meat, chicken, strained",3012,81.769485,-100.07842
Babyfood,"Babyfood, meat, chicken, junior",3013,81.671326,-100.21678
Babyfood,"Babyfood, meat, chicken sticks, junior",3014,81.58673,-100.24357
Babyfood,"Babyfood, meat, turkey, strained",3015,81.39235,-99.79492
Babyfood,"Babyfood, meat, turkey, junior",3016,81.38607,-99.93493
Babyfood,"Babyfood, meat, turkey sticks, junior",3017,81.74992,-100.435974
Babyfood,"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",3019,75.47301,-97.33276
Babyfood,"Babyfood, meat, meat sticks, junior",3021,81.59302,-100.25961
Babyfood,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",3023,84.54751,-109.14961
Babyfood,"Babyfood, water, bottled, GERBER, without added fluoride",3024,79.66189,-96.13223
Babyfood,"Babyfood, tropical fruit medley",3026,79.4975,-100.64622
Babyfood,"Babyfood, dinner, macaroni and tomato and beef, strained",3044,84.2611,-105.52058
Babyfood,"Babyfood, dinner, macaroni and tomato and beef, junior",3045,84.383644,-104.98357
Babyfood,"Babyfood, ravioli, cheese filled, with tomato sauce",3046,83.03222,-103.75151
Babyfood,"Babyfood, dinner, beef noodle, strained",3047,83.88823,-105.11036
Babyfood,"Babyfood, macaroni and cheese, toddler",3048,78.487274,-99.69401
Babyfood,"Babyfood, dinner, spaghetti and tomato and meat, junior",3050,84.03688,-104.98136
Babyfood,"Babyfood, dinner, beef stew, toddler",3052,84.07651,-104.87436
Babyfood,"Babyfood, dinner, vegetables and beef, strained",3053,84.78271,-106.06995
Babyfood,"Babyfood, dinner, vegetables and beef, junior",3054,84.9174,-106.1711
Babyfood,"Babyfood, dinner, beef with vegetables",3055,84.8392,-106.00489
Babyfood,"Babyfood, dinner, chicken noodle, strained",3068,84.89812,-105.63563
Babyfood,"Babyfood, dinner, chicken noodle, junior",3069,84.64849,-105.47822
Babyfood,"Babyfood, dinner, chicken soup, strained",3070,84.65083,-105.42855
Babyfood,"Babyfood, dinner, chicken stew, toddler",3072,84.27438,-105.24949
Babyfood,"Babyfood, dinner, vegetables chicken, strained",3073,84.95297,-106.15126
Babyfood,"Babyfood, dinner, pasta with vegetables",3077,82.6948,-105.143265
Babyfood,"Babyfood, dinner, turkey and rice, strained",3082,84.4069,-105.76554
Babyfood,"Babyfood, dinner, turkey and rice, junior",3083,84.07016,-105.14786
Babyfood,"Babyfood, dinner, vegetables and turkey, strained",3084,84.795586,-105.80404
Babyfood,"Babyfood, dinner, vegetables and turkey, junior",3085,85.00263,-105.98825
Babyfood,"Babyfood, dinner, macaroni and cheese, strained",3089,78.553665,-99.424805
Babyfood,"Babyfood, dinner, macaroni and cheese, junior",3090,78.96175,-98.88091
Babyfood,"Babyfood, vegetables, green beans, strained",3091,83.22698,-106.3301
Babyfood,"Babyfood, vegetables, green beans, junior",3092,82.97939,-105.91389
Babyfood,"Babyfood, green beans, dices, toddler",3093,83.01431,-105.823364
Babyfood,"Babyfood, vegetable, green beans and potatoes",3096,80.001,-101.93689
Babyfood,"Babyfood, vegetables, beets, strained",3098,80.19154,-101.65519
Babyfood,"Babyfood, vegetables, carrots, strained",3099,84.49428,-105.621445
Babyfood,"Babyfood, vegetables, carrots, junior",3100,84.28609,-105.70347
Babyfood,"Babyfood, vegetables, squash, strained",3104,83.536606,-105.92347
Babyfood,"Babyfood, vegetables, squash, junior",3105,83.56986,-105.85263
Babyfood,"Babyfood, vegetables, sweet potatoes strained",3108,84.03294,-106.16472
Babyfood,"Babyfood, vegetables, sweet potatoes, junior",3109,84.41357,-106.48706
Babyfood,"Babyfood, potatoes, toddler",3112,80.089165,-101.18112
Babyfood,"Babyfood, vegetable, butternut squash and corn",3114,84.14296,-106.23458
Babyfood,"Babyfood, apples, dices, toddler",3115,80.8884,-101.05676
Babyfood,"Babyfood, fruit, applesauce, strained",3116,80.21199,-100.69721
Babyfood,"Babyfood, fruit, applesauce, junior",3117,80.259514,-100.58007
Babyfood,"Babyfood, fruit, apricot with tapioca, strained",3118,80.28126,-101.039856
Babyfood,"Babyfood, vegetables, corn, creamed, strained",3119,80.54046,-103.01262
Babyfood,"Babyfood, vegetables, corn, creamed, junior",3120,81.264046,-103.995544
Babyfood,"Babyfood, vegetables, peas, strained",3121,83.031395,-106.77816
Babyfood,"Babyfood, peas, dices, toddler",3122,83.10845,-106.92274
Babyfood,"Babyfood, vegetables, spinach, creamed, strained",3127,83.90605,-106.92299
Babyfood,"Babyfood, fruit, apricot with tapioca, junior",3128,79.99348,-101.25754
Babyfood,"Babyfood, fruit, bananas with tapioca, strained",3129,79.88925,-101.47632
Babyfood,"Babyfood, fruit, peaches, strained",3130,80.34212,-100.72102
Babyfood,"Babyfood, fruit, peaches, junior",3131,80.4003,-100.67991
Babyfood,"Babyfood, fruit, pears, strained",3132,79.89727,-101.3532
Babyfood,"Babyfood, fruit, pears, junior",3133,79.892654,-101.548225
Babyfood,"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",3134,78.38379,-100.72186
Babyfood,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",3135,78.242294,-100.82892
Babyfood,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",3136,78.69523,-101.305725
Babyfood,"Babyfood, prunes, without vitamin c, strained",3139,78.381645,-101.412094
Babyfood,"Babyfood, fruit dessert, mango with tapioca",3140,78.6524,-100.701096
Babyfood,"Babyfood, pears, dices, toddler",3141,79.97919,-100.501625
Babyfood,"Babyfood, fruit, applesauce and apricots, strained",3142,79.579895,-100.95387
Babyfood,"Babyfood, fruit, applesauce and apricots, junior",3143,79.4688,-101.0587
Babyfood,"Babyfood, fruit, applesauce and cherries, strained",3144,80.399826,-100.57395
Babyfood,"Babyfood, fruit, applesauce and cherries, junior",3145,80.20355,-100.594826
Babyfood,"Babyfood, fruit, applesauce with banana, junior",3147,79.722,-101.31762
Babyfood,"Babyfood, fruit, apple and raspberry, strained",3152,79.17924,-100.81799
Babyfood,"Babyfood, fruit, apple and raspberry, junior",3153,79.442696,-100.76367
Babyfood,"Babyfood, fruit and vegetable, apple and sweet potato",3154,84.1517,-106.40749
Babyfood,"Babyfood, fruit, bananas and pineapple with tapioca, junior",3156,79.2277,-100.84211
Babyfood,"Babyfood, fruit, bananas and pineapple with tapioca, strained",3157,78.89891,-100.835846
Babyfood,"Babyfood, fruit, pears and pineapple, strained",3158,79.99657,-101.35106
Babyfood,"Babyfood, fruit, pears and pineapple, junior",3159,79.70511,-101.457344
Babyfood,"Babyfood, peaches, dices, toddler",3161,79.97564,-100.16436
Babyfood,"Babyfood, fruit, bananas with apples and pears, strained",3163,78.411964,-101.18122
Babyfood,"Babyfood, fruit, apple and blueberry, strained",3164,79.105934,-100.81659
Babyfood,"Babyfood, fruit, apple and blueberry, junior",3165,79.00396,-101.17085
Babyfood,"Babyfood, juice, apple",3166,80.715965,-100.52651
Babyfood,"Babyfood, apple-banana juice",3167,80.097084,-99.81889
Babyfood,"Babyfood, juice, apple and peach",3168,80.89132,-100.47644
Babyfood,"Babyfood, juice, apple and prune",3171,80.80162,-100.675606
Babyfood,"Babyfood, juice, orange",3172,80.86987,-100.85034
Babyfood,"Babyfood, juice, orange and apple and banana",3174,80.30065,-99.95032
Babyfood,"Babyfood, juice, mixed fruit",3179,80.93252,-100.65002
Babyfood,"Babyfood, cereal, barley, dry fortified",3181,83.945656,-109.21274
Babyfood,"Babyfood, cereal, whole wheat, with apples, dry fortified",3184,83.76939,-109.17527
Babyfood,"Babyfood, cereal, mixed, dry fortified",3185,84.15197,-109.37461
Babyfood,"Babyfood, cereal, mixed, with bananas, dry",3186,84.391396,-109.22006
Babyfood,"Babyfood, cereal, mixed, with applesauce and bananas, strained",3187,78.930954,-100.07181
Babyfood,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",3188,79.08401,-99.8805
Babyfood,"Babyfood, cereal, oatmeal, dry fortified",3189,84.255585,-109.20638
Babyfood,"Babyfood, cereal, oatmeal, with bananas, dry",3190,83.84964,-109.332054
Babyfood,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained",3191,78.817795,-100.66053
Babyfood,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified",3192,78.95232,-100.130646
Babyfood,"Babyfood, cereal, rice, dry fortified",3194,84.14011,-109.031235
Babyfood,"Babyfood, cereal, rice, with applesauce and bananas, strained",3195,79.382996,-99.99249
Babyfood,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",3205,83.030754,-109.15524
Babyfood,"Babyfood, cookie, baby, fruit",3206,84.68138,-106.354256
Babyfood,"Babyfood, crackers, vegetable",3209,84.6432,-106.82235
Babyfood,"Babyfood, cereal, rice, with bananas, dry",3212,84.312126,-109.127975
Babyfood,"Babyfood, cookies",3213,84.34612,-110.25087
Babyfood,"Babyfood, pretzels",3215,79.978226,-107.78419
Babyfood,"Babyfood, teething biscuits",3216,80.71906,-108.6058
Zwieback,Zwieback,3217,79.630554,-108.3022
Babyfood,"Babyfood, dessert, dutch apple, strained",3220,78.267586,-100.76877
Babyfood,"Babyfood, dessert, dutch apple, junior",3221,78.202866,-100.398834
Babyfood,"Babyfood, cherry cobbler, junior",3222,78.719734,-100.20523
Babyfood,"Babyfood, dessert, cherry vanilla pudding, strained",3224,78.5872,-100.001884
Babyfood,"Babyfood, dessert, cherry vanilla pudding, junior",3225,78.02512,-100.287895
Babyfood,"Babyfood, dessert, peach cobbler, strained",3227,79.13791,-100.38838
Babyfood,"Babyfood, dessert, peach cobbler, junior",3228,79.00651,-100.36129
Babyfood,"Babyfood, dessert, fruit pudding, pineapple, strained",3233,79.06245,-100.52798
Babyfood,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",3235,78.67526,-100.37903
Babyfood,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",3236,78.44222,-100.25326
Babyfood,"Babyfood, dessert, custard pudding, vanilla, strained",3245,77.99072,-99.65967
Babyfood,"Babyfood, dessert, custard pudding, vanilla, junior",3246,78.0307,-99.871635
Babyfood,"Babyfood, juice, apple and grape",3265,80.25988,-99.89474
Babyfood,"Babyfood, juice, fruit punch, with calcium",3267,79.57354,-99.81514
Babyfood,"Babyfood, juice, apple, with calcium",3269,79.77766,-99.45027
Babyfood,"Babyfood, dinner, vegetables and chicken, junior",3274,84.97058,-105.597534
Babyfood,"Babyfood, dinner, mixed vegetable, junior",3279,84.65108,-106.3582
Babyfood,"Babyfood, fruit, bananas with tapioca, junior",3280,79.428444,-101.20781
Babyfood,"Babyfood, vegetables, mix vegetables junior",3282,84.62199,-106.268456
Babyfood,"Babyfood, vegetables, garden vegetable, strained",3283,84.170815,-106.279724
Babyfood,"Babyfood, dinner, beef noodle, junior",3287,83.91112,-104.77261
Babyfood,"Babyfood, apples with ham, strained",3289,79.554115,-101.35511
Babyfood,"Babyfood, carrots and beef, strained",3290,84.490204,-105.763535
Babyfood,"Babyfood, plums, bananas and rice, strained",3293,79.31538,-100.89004
Babyfood,"Babyfood, dinner, turkey, rice, and vegetables, toddler",3296,83.95962,-105.098595
Babyfood,"Babyfood, dinner, apples and chicken, strained",3297,79.751656,-101.55946
Babyfood,"Babyfood, dinner, broccoli and chicken, junior",3298,83.0541,-106.4289
Babyfood,"Babyfood, beverage, GERBER, GRADUATES, FRUIT SPLASHERS",3301,80.53457,-99.46642
Babyfood,"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",3302,81.049706,-109.509384
Babyfood,"Babyfood, dinner, sweet potatoes and chicken, strained",3303,84.26602,-106.262314
Infant formula,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, not reconstituted",3821,82.249176,-110.35376
Infant formula,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, with iron, powder, not reconstituted, with ARA and DHA",3838,81.709076,-110.46719
Infant formula,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, with iron, powder, not reconstituted, with ARA and DHA",3852,81.74136,-110.15544
Child formula,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",3860,77.77872,-99.184235
Infant formula,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",3867,81.84511,-110.345345
Child formula,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber",3870,77.92705,-99.45335
Babyfood,"Babyfood, corn and sweet potatoes, strained",3934,84.00489,-106.15982
Infant formula,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",3935,78.48492,-98.58112
Infant formula,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA",3943,82.02595,-110.32487
Infant formula,"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",3945,83.02867,-110.50747
Infant formula,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA",3948,80.160614,-110.76184
Infant formula,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",3950,82.36548,-110.32063
Infant formula,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted",3954,81.67642,-110.34401
Infant Formula,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, ready-to-feed, with ARA and DHA",3955,77.92911,-98.72137
Babyfood,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",3956,77.27181,-99.57038
Babyfood,"Babyfood, mashed cheddar potatoes and broccoli, toddlers",3959,80.79136,-101.65211
Babyfood,"Babyfood, fortified cereal bar, fruit filling",3964,82.94977,-109.529976
Babyfood,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",3965,77.51671,-99.43424
Toddler formula,"Toddler formula, MEAD JOHNSON, ENFAGROW, PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), powder",3967,81.80892,-110.100815
Infant Formula,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, powder",3980,81.70951,-110.35084
Infant formula,"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 20 calories ready-to-feed",3984,78.38877,-98.79557
Infant Formula,"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Newborn, ready-to-feed",3986,78.43695,-98.82637
Infant formula,"Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed",3987,77.88043,-98.712166
Infant formula,"Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA",3992,78.490166,-99.06372
Babyfood,"Babyfood, fruit, banana and strawberry, junior",3994,78.11451,-101.18605
Babyfood,"Babyfood, banana with mixed berries, strained",3995,78.37597,-101.163345
Babyfood,"Babyfood, Multigrain whole grain cereal, dry fortified",3996,84.118004,-109.260765
Babyfood,"Babyfood, Baby MUM MUM Rice Biscuits",3997,80.71036,-108.24493
Babyfood,"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",3998,81.43975,-111.23555
Infant formula,"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA",3999,80.068245,-110.83429
Fat,"Fat, beef tallow",4001,80.160904,-112.298225
Lard,Lard,4002,80.48344,-112.515625
Salad dressing,"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing",4013,80.019005,-101.91757
Salad dressing,"Salad dressing, russian dressing",4015,81.39498,-113.31507
Salad dressing,"Salad dressing, sesame seed dressing, regular",4016,81.45435,-113.05366
Salad dressing,"Salad dressing, thousand island, commercial, regular",4017,81.48175,-113.265755
Salad dressing,"Salad dressing, mayonnaise type, regular, with salt",4018,81.28971,-113.27148
Salad dressing,"Salad dressing, french dressing, reduced fat",4020,82.86625,-103.72091
Salad dressing,"Salad dressing, italian dressing, commercial, reduced fat",4021,80.54156,-102.61786
Salad dressing,"Salad dressing, russian dressing, low calorie",4022,82.079834,-103.36596
