Category,Description,Nutrient Data Bank Number,x,y
Candies,"Candies, M&M MARS Pretzel Chocolate Candies",19917,78.87895,-110.21604
Sweetener,"Sweetener, herbal extract powder from Stevia leaf",19918,78.92846,-106.96033
Candies,"Candies, fruit snacks, with high vitamin C",19919,75.27112,-97.41185
Jams,"Jams, preserves, marmalades, sweetened with fruit juice",19920,75.6105,-99.202034
Candies,"Candies, Tamarind",19921,74.862625,-96.877205
Candies,"Candies, coconut bar, not chocolate covered",19922,79.03036,-112.30345
Candies,"Candies, HERSHEYS, PAYDAY Bar",19923,81.38211,-110.88556
Syrup,"Syrup, NESTLE, chocolate",19924,75.03149,-97.814644
Barley,"Barley, pearled, raw",20005,82.53238,-108.840065
Barley,"Barley, pearled, cooked",20006,79.40028,-103.10868
Buckwheat groats,"Buckwheat groats, roasted, cooked",20010,79.857864,-103.342995
Buckwheat flour,"Buckwheat flour, whole-groat",20011,82.54732,-109.451195
Bulgur,"Bulgur, dry",20012,82.49572,-108.867874
Bulgur,"Bulgur, cooked",20013,80.07546,-103.274536
Corn flour,"Corn flour, masa, enriched, white",20017,83.43656,-108.642914
Corn flour,"Corn flour, masa, unenriched, white",20019,81.64317,-108.47344
Cornmeal,"Cornmeal, degermed, enriched, yellow",20022,82.28034,-107.19525
Cornstarch,Cornstarch,20027,78.82372,-107.04747
Couscous,"Couscous, cooked",20029,78.84991,-102.35659
Hominy,"Hominy, canned, white",20030,79.90932,-102.043785
Millet,"Millet, cooked",20032,79.445175,-102.88208
Oat bran,"Oat bran, raw",20033,82.41333,-109.61797
Rice,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",20036,81.2577,-108.532166
Rice,"Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)",20037,79.211555,-103.004196
Rice,"Rice, white, long-grain, regular, raw, enriched",20044,79.659744,-107.56365
Rice,"Rice, white, long-grain, regular, enriched, cooked",20045,78.96122,-102.2476
Rice,"Rice, white, glutinous, unenriched, cooked",20055,79.189026,-101.72927
Rice flour,"Rice flour, white, unenriched",20061,79.35004,-107.60022
Rye flour,"Rye flour, medium",20064,82.19693,-108.84633
Tapioca,"Tapioca, pearl, dry",20068,78.80636,-106.93341
Wheat bran,"Wheat bran, crude",20077,82.86612,-109.51894
Wheat flour,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",20080,82.41148,-109.249565
Wheat flour,"Wheat flour, white, all-purpose, enriched, bleached",20081,80.18949,-107.52334
Wheat flour,"Wheat flour, white, bread, enriched",20083,80.19219,-107.45395
Wild rice,"Wild rice, raw",20088,82.23981,-109.43311
Wild rice,"Wild rice, cooked",20089,79.56703,-103.007774
Macaroni,"Macaroni, vegetable, enriched, cooked",20106,79.33183,-103.05738
Noodles,"Noodles, egg, dry, enriched",20109,80.87884,-108.32347
Noodles,"Noodles, egg, enriched, cooked",20110,78.91635,-102.80588
Noodles,"Noodles, egg, spinach, enriched, cooked",20112,83.11553,-106.78324
Noodles,"Noodles, chinese, chow mein",20113,80.23365,-109.35536
Noodles,"Noodles, flat, crunchy, Chinese restaurant",20118,81.88031,-112.87697
Pasta,"Pasta, dry, enriched",20120,80.79637,-108.15446
Pasta,"Pasta, cooked, enriched, without added salt",20121,78.76301,-103.083664
Pasta,"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",20125,79.53695,-103.6944
Rice noodles,"Rice noodles, cooked",20134,78.93608,-101.73611
Quinoa,"Quinoa, cooked",20137,80.158066,-103.84134
Wheat flour,"Wheat flour, white, all-purpose, unenriched",20481,79.421814,-107.599174
Pasta,"Pasta, gluten-free, corn and rice flour, cooked",20657,78.72985,-102.454056
Fast foods,"Fast foods, biscuit, with egg and bacon",21003,83.13272,-95.55374
Fast foods,"Fast foods, biscuit, with egg and ham",21004,82.791565,-95.67428
Fast Foods,"Fast Foods, biscuit, with egg and sausage",21005,82.81358,-95.79628
Fast foods,"Fast foods, biscuit, with egg, cheese, and bacon",21007,82.90111,-95.73522
Fast foods,"Fast foods, biscuit, with ham",21008,80.57817,-106.53
Fast foods,"Fast foods, biscuit, with sausage",21009,80.67681,-111.60878
Fast foods,"Fast foods, croissant, with egg, cheese, and bacon",21012,82.83533,-95.63175
Fast foods,"Fast foods, croissant, with egg, cheese, and ham",21013,82.79121,-95.5732
Fast foods,"Fast foods, croissant, with egg, cheese, and sausage",21014,82.61295,-95.61709
Fast foods,"Fast foods, egg, scrambled",21018,82.98977,-95.81292
Fast foods,"Fast foods, english muffin, with cheese and sausage",21020,80.67654,-105.36371
Fast foods,"Fast foods, english muffin, with egg, cheese, and canadian bacon",21021,82.74091,-95.713806
Fast foods,"Fast foods, english muffin, with egg, cheese, and sausage",21022,82.64513,-95.812904
Fast foods,"Fast foods, french toast sticks",21024,78.712036,-105.966194
Fast foods,"Fast foods, potatoes, hash browns, round pieces or patty",21026,78.73921,-105.17929
Fast foods,"Fast foods, burrito, with beans and cheese",21061,82.22836,-104.43191
Fast foods,"Fast foods, burrito, with beans, cheese, and beef",21064,79.5567,-104.362206
Fast foods,"Fast foods, nachos, with cheese",21078,81.38411,-112.06463
Fast foods,"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",21080,79.17267,-104.59452
Fast foods,"Fast foods, taco with beef, cheese and lettuce, hard shell",21082,79.87352,-104.5298
Fast foods,"Fast foods, cheeseburger; single, regular patty, with condiments",21090,81.99879,-104.62563
Fast foods,"Fast foods, hamburger; single, regular patty; with condiments",21108,82.28329,-104.472244
Fast foods,"Fast foods, roast beef sandwich, plain",21121,80.344154,-104.95771
Fast foods,"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",21124,80.118645,-104.75923
Fast foods,"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",21125,79.527855,-104.17781
Fast foods,"Fast foods, hush puppies",21129,80.014984,-106.25025
Fast foods,"Fast foods, onion rings, breaded and fried",21130,82.13632,-113.020645
Fast foods,"Fast foods, potato, french fried in vegetable oil",21138,79.11347,-105.5584
Fast foods,"Fast foods, potato, mashed",21139,79.564835,-102.71093
Fast food,"Fast food, biscuit",21142,80.155136,-107.025635
Fast foods,"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",21151,79.355316,-104.18043
Fast foods,"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",21153,79.33899,-104.38932
Fast foods,"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",21154,79.51469,-104.4497
Fast foods,"Fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato",21155,79.610855,-104.193504
Fast foods,"Fast foods, submarine sandwich, ham on white bread with lettuce and tomato",21156,79.629875,-104.34256
Fast foods,"Fast foods, submarine sandwich, meatball marinara on white bread",21158,82.9205,-103.86128
Fast foods,"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",21160,79.80752,-104.63615
Fast foods,"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",21162,79.6577,-104.96582
Fast foods,"Fast foods, hamburger, large, single patty, with condiments",21202,81.165634,-104.75081
Pizza,"Pizza, cheese topping, regular crust, frozen, cooked",21224,82.62863,-104.31349
Pizza,"Pizza, cheese topping, rising crust, frozen, cooked",21225,82.791374,-104.62715
Pizza,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",21226,82.68229,-104.338486
Pizza,"Pizza, meat and vegetable topping, rising crust, frozen, cooked",21227,82.4334,-104.27969
Fast foods,"Fast foods, chicken, breaded and fried, boneless pieces, plain",21229,81.113945,-111.27637
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",21299,82.537994,-104.39453
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",21300,82.685936,-104.16874
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",21301,82.76499,-104.75764
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",21302,82.44598,-104.40058
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",21303,82.52327,-104.464096
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",21304,82.467186,-104.25019
Fast foods,"Fast foods, griddle cake sandwich, egg, cheese, and sausage",21305,82.79554,-95.63083
Fast foods,"Fast foods, griddle cake sandwich, sausage",21306,79.7822,-105.83885
Fast foods,"Fast foods, griddle cake sandwich, egg, cheese, and bacon",21307,82.91587,-95.533676
Fast foods,"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",21390,82.05539,-104.4159
Fast foods,"Fast foods, cheeseburger; double, regular patty; with condiments",21395,81.43626,-104.653435
Fast foods,"Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",21397,80.72135,-104.74731
Fast foods,"Fast foods, cheeseburger; single, large patty; with condiments",21398,81.251045,-105.001175
Fast foods,"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",21400,80.47132,-104.8834
Fast foods,"Fast foods, chicken tenders",21401,80.21033,-104.79684
Fast foods,"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",21410,83.0381,-95.627396
Fast foods,"Fast foods, bagel, with breakfast steak, egg, cheese, and condiments",21411,82.99054,-95.658264
Light Ice Cream,"Light Ice Cream, soft serve, blended with milk chocolate candies",21412,76.75358,-101.130356
Light Ice Cream,"Light Ice Cream, soft serve, blended with cookie pieces",21413,76.873184,-100.97568
Fast foods,"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",21461,80.3866,-104.54103
Yogurt parfait,"Yogurt parfait, lowfat, with fruit and granola",21463,77.819565,-99.77148
Fast Foods,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",21464,84.22007,-97.41921
Fast Foods,"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",21465,83.863495,-96.532684
Fast Foods,"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",21466,83.51904,-96.08351
Fast Foods,"Fast Foods, Fried Chicken, Breast, meat and skin and breading",21469,83.39926,-97.04551
Fast Foods,"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading",21470,82.47475,-97.155365
Fast Foods,"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",21471,82.88049,-96.48644
Fast Foods,"Fast Foods, Fried Chicken, Wing, meat and skin and breading",21472,82.45646,-96.61261
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",21482,82.55371,-104.33515
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",21483,82.65158,-104.45358
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",21484,82.69347,-104.08767
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",21485,82.57098,-104.39212
Fast foods,"Fast foods, taco with beef, cheese and lettuce, soft",21486,79.85373,-104.68903
Fast foods,"Fast foods, taco with chicken, lettuce and cheese, soft",21487,80.04175,-104.48569
Fast foods,"Fast foods, quesadilla, with chicken",21488,80.526474,-105.47959
Pizza,"Pizza, cheese topping, thin crust, frozen, cooked",21505,82.76955,-104.56019
Fast Food,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",21511,81.90254,-104.94489
Fast foods,"Fast foods, breakfast burrito, with egg, cheese, and sausage",21519,82.89435,-95.579445
Fast foods,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",21520,79.53005,-106.72448
Fast foods,"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",21521,78.552284,-100.363914
School Lunch,"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",21600,82.5468,-104.61063
School Lunch,"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",21601,82.835915,-104.51356
School Lunch,"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",21602,82.57383,-104.76295
School Lunch,"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",21603,82.883125,-104.840866
School Lunch,"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",21604,82.544235,-104.9655
School Lunch,"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",21605,82.89947,-104.69265
School Lunch,"School Lunch, chicken patty, whole grain breaded",21610,79.916565,-105.057205
School Lunch,"School Lunch, chicken nuggets, whole grain breaded",21611,80.01471,-104.90718
Macaroni and Cheese,"Macaroni and Cheese, canned entree",22247,79.482864,-101.94924
HOT POCKETS,"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",22535,79.604546,-105.15426
HOT POCKETS Ham 'N Cheese Stuffed Sandwich,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",22537,79.80028,-105.037125
Ravioli,"Ravioli, cheese-filled, canned",22899,83.7063,-103.9132
Ravioli,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",22900,83.3362,-103.96933
Tortellini,"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",22901,79.8411,-106.70262
Chili con carne with beans,"Chili con carne with beans, canned entree",22904,82.06897,-103.953804
Beef stew,"Beef stew, canned entree",22905,80.25193,-102.08128
Chicken pot pie,"Chicken pot pie, frozen entree, prepared",22906,78.658745,-103.68362
Beef,"Beef, corned beef hash, with potato, canned",22908,78.78898,-102.30571
Lasagna,"Lasagna, cheese, frozen, prepared",22910,83.17567,-103.654366
Chili,"Chili, no beans, canned entree",22911,80.48292,-100.9653
Lasagna with meat & sauce,"Lasagna with meat & sauce, frozen entree",22916,83.45072,-103.85262
Egg rolls,"Egg rolls, pork, refrigerated, heated",22953,85.026215,-106.22536
Egg rolls,"Egg rolls, chicken, refrigerated, heated",22954,84.21692,-105.04394
Egg rolls,"Egg rolls, vegetable, frozen, prepared",22955,84.079865,-105.27823
Turkey,"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",22957,79.137505,-103.34679
Rice bowl with chicken,"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",22958,79.22199,-102.81349
Macaroni and cheese dinner with dry sauce mix,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",22959,81.07969,-108.49701
HOT POCKETS,"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen",22961,82.56051,-104.10611
LEAN POCKETS,"LEAN POCKETS, Ham N Cheddar",22962,79.798744,-105.50374
Potato salad with egg,Potato salad with egg,22971,78.82907,-103.22942
Corn dogs,"Corn dogs, frozen, prepared",22973,79.54947,-105.32138
Chicken,"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",22974,79.725746,-105.60685
Ravioli,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",22976,83.14219,-103.68538
Chicken tenders,"Chicken tenders, breaded, frozen, prepared",22978,79.859695,-105.04357
RICE-A-RONI,"RICE-A-RONI, chicken flavor, unprepared",22998,80.38809,-107.65061
Beef,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",23090,82.13642,-96.87161
Beef,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",23100,82.25392,-97.743416
Beef,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",23197,81.43993,-97.803635
Beef,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",23327,83.72159,-98.688484
Beef,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",23339,83.43086,-98.70321
Beef,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",23348,83.356316,-97.857605
Beef,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",23354,83.825554,-98.87101
Beef,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",23357,83.75587,-98.75991
Beef,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",23360,83.85097,-98.779785
Beef,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",23369,83.678825,-98.64251
Beef,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",23378,83.65849,-97.727325
Beef,"Beef, ground, 95% lean meat / 5% fat, raw",23557,83.2634,-98.50633
Beef,"Beef, ground, 90% lean meat / 10% fat, raw",23562,82.78755,-98.43044
Beef,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",23563,82.26558,-97.39333
Beef,"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",23567,82.11222,-98.4229
Beef,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",23568,81.78204,-97.39276
Beef,"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",23570,81.79686,-97.21865
Beef,"Beef, ground, 80% lean meat / 20% fat, raw",23572,81.705864,-98.415726
Beef,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",23573,81.607,-97.437805
Beef,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",23575,81.79239,-97.27493
Beef,"Beef, ground, 75% lean meat / 25% fat, raw",23577,81.39898,-98.7542
Beef,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",23578,81.61126,-97.3758
Beef,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",23580,81.451866,-97.29054
Beef,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",23581,81.6674,-97.54697
Beef,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",23588,83.151985,-97.501915
Beef,"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",23590,83.470184,-97.174835
Beef,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",23602,82.20549,-96.64667
Beef,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",23606,83.21169,-97.221695
Beef,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",23610,83.37934,-97.29952
Beef,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",23612,83.592705,-98.129906
Beef,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",23614,82.70662,-96.41561
Beef,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",23616,83.56379,-98.2208
Beef,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",23625,83.95252,-98.286156
Beef,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",23626,83.11731,-97.07764
Beef,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",23629,82.9099,-97.20566
Beef,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",23631,83.49483,-98.13342
Snacks,"Snacks, popcorn, microwave, low fat",25001,82.75168,-108.31547
Snacks,"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",25003,75.75522,-97.873215
Snacks,"Snacks, sweet potato chips, unsalted",25012,84.32408,-107.44755
Snacks,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",25013,81.9813,-111.46656
Formulated bar,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush",25015,84.13662,-110.056755
Formulated bar,"Formulated bar, POWER BAR, chocolate",25017,85.15419,-110.2541
Formulated bar,"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",25020,84.12176,-110.40005
Pretzels,"Pretzels, soft, unsalted",25024,79.78625,-107.61371
Snacks,"Snacks, soy chips or crisps, salted",25025,82.459076,-109.871056
Popcorn,"Popcorn, microwave, regular (butter) flavor, made with palm oil",25026,81.28922,-111.26558
Snacks,"Snacks, plantain chips, salted",25027,82.33763,-112.21361
Snacks,"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS",25030,82.0043,-111.28202
Formulated bar,"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",25031,84.00671,-110.61286
Snacks,"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",25032,82.203354,-109.737595
Snacks,"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",25033,81.977104,-110.71761
Snacks,"Snacks, granola bar, chewy, reduced sugar, all flavors",25035,79.87709,-108.86953
Snacks,"Snacks, granola bites, mixed flavors",25036,79.930725,-110.17988
Snacks,"Snacks, pita chips, salted",25037,80.88663,-110.38872
Snacks,"Snacks, granola bars, soft, almond, confectioners coating",25038,81.05393,-111.01156
Snacks,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",25039,82.72635,-109.78062
Snacks,"Snacks, vegetable chips, made from garden vegetables",25040,83.199554,-104.45323
Snacks,"Snacks, candy bits, yogurt covered with vitamin C",25043,75.66208,-97.483376
Formulated bar,"Formulated bar, high fiber, chewy, oats and chocolate",25045,82.84713,-108.974236
Snacks,"Snacks, bagel chips, plain",25046,80.21026,-108.82529
Snacks,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",25048,83.05696,-110.054886
Snacks,"Snacks, CLIF BAR, mixed flavors",25051,82.632225,-109.2175
Snacks,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",25052,80.36464,-109.05525
Snacks,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",25053,81.42499,-111.12065
Snacks,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",25054,82.66331,-110.14972
Snacks,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",25055,82.91389,-109.96749
Snacks,"Snacks, granola bar, QUAKER, DIPPS, all flavors",25056,79.60428,-110.37808
Snacks,"Snacks, brown rice chips",25059,81.62973,-108.76449
Snack,"Snack, Pretzel, hard chocolate coated",25060,79.604645,-109.9831
Snacks,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",25063,82.23515,-112.437065
Snacks,"Snacks, potato chips, lightly salted",25064,82.0949,-112.04478
Snacks,"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",25065,79.44153,-106.71075
Snacks,"Snacks, peas, roasted, wasabi-flavored",25066,83.03385,-107.45582
Formulated Bar,"Formulated Bar, SOUTH BEACH protein bar",25067,83.521645,-107.86739
Snack,"Snack, BALANCE, original bar",25068,83.68581,-110.52767
Snacks,"Snacks, shrimp cracker",25070,81.08551,-110.90202
Rice crackers,Rice crackers,25071,81.218,-108.73604
Soup,"Soup, egg drop, Chinese restaurant",27000,79.85408,-97.9273
Soup,"Soup, hot and sour, Chinese restaurant",27001,79.491425,-98.50707
Soup,"Soup, wonton, Chinese restaurant",27002,79.34536,-98.11565
Soup,"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",27035,80.36786,-107.33631
Soup,"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",27043,80.18611,-98.75802
Soup,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",27044,84.17116,-105.24407
Sauce,"Sauce, duck, ready-to-serve",27046,75.84749,-99.673164
Sauce,"Sauce, salsa, verde, ready-to-serve",27047,81.72868,-103.69116
Sauce,"Sauce, steak, tomato based",27048,83.0579,-104.3477
Sauce,"Sauce, tartar, ready-to-serve",27049,81.03003,-113.52189
Sauce,"Sauce, sweet and sour, ready-to-serve",27050,77.73933,-101.03395
Sauce,"Sauce, cocktail, ready-to-serve",27051,83.46946,-103.58607
Dip,"Dip, salsa con queso, cheese and salsa- medium",27052,79.0629,-102.65574
Sauce,"Sauce, peanut, made from peanut butter, water, soy sauce",27059,79.192245,-104.70656
Soup,"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",27060,83.69012,-105.116745
Soup,"Soup, beef barley, ready to serve",27062,81.73702,-102.980545
Sauce,"Sauce, enchilada, red, mild, ready to serve",27063,83.42594,-104.22327
Wasabi,Wasabi,27064,80.90423,-103.12071
Dip,"Dip, bean, original flavor",27065,80.7992,-104.281006
Sauce,"Sauce, horseradish",27066,81.68812,-112.787605
Bread,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",28285,81.630615,-107.810844
Bread,"Bread, paratha, whole wheat, commercially prepared, frozen",28286,81.19348,-107.41581
Bread,"Bread, naan, whole wheat, commercially prepared, refrigerated",28287,80.90352,-107.56764
Bread,"Bread, roll, Mexican, bollilo",28288,80.12696,-107.398926
Cookie,"Cookie, vanilla with caramel, coconut, and chocolate coating",28289,79.244316,-111.6444
Cookie,"Cookie, with peanut butter filling, chocolate-coated",28290,80.42059,-111.97089
Cookies,"Cookies, animal, with frosting or icing",28291,78.966,-111.209625
Crackers,"Crackers, multigrain",28292,81.85335,-112.07764
Cookie,"Cookie, butter or sugar, with chocolate icing or filling",28293,79.18928,-110.98588
Cookie,"Cookie, chocolate, with icing or coating",28294,79.08881,-111.134796
Tortillas,"Tortillas, ready-to-bake or -fry, whole wheat",28295,82.17035,-108.50787
Cake,"Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",28296,81.20739,-109.10135
Cake,"Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber",28297,81.11737,-109.00213
Cookies,"Cookies, brownies, commercially prepared, reduced fat, with added fiber",28298,80.20566,-108.65187
Cookies,"Cookies, chocolate sandwich, with creme filling, reduced fat",28299,78.88628,-109.03294
Cookies,"Cookies, oatmeal sandwich, with creme filling",28300,78.837715,-109.94665
Cookies,"Cookies, peanut butter, commercially prepared, sugar free",28301,81.92994,-112.484886
Cookies,"Cookies, graham crackers, plain or honey, lowfat",28302,81.21326,-108.74208
Crackers,"Crackers, cheese, whole grain",28303,81.21788,-110.19802
Waffles,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",28304,82.18468,-108.25213
Cookies,"Cookies, coconut macaroon",28309,78.67384,-111.6153
Cookies,"Cookies, shortbread, reduced fat",28310,79.465805,-109.386116
Cookies,"Cookies, sugar wafer, chocolate-covered",28311,78.7944,-111.330086
Rolls,"Rolls, hamburger or hot dog, wheat/cracked wheat",28312,80.57005,-107.21661
Rolls,"Rolls, hamburger or hot dog, whole wheat",28313,81.42975,-108.05174
Crackers,"Crackers, sandwich-type, peanut butter filled, reduced fat",28314,80.07413,-109.335205
Bread,"Bread, cinnamon",28315,79.44406,-106.358406
Bread,"Bread, wheat, sprouted",28316,81.161606,-107.09902
Bread,"Bread, french or vienna, whole wheat",28318,80.61329,-107.313126
Rolls,"Rolls, hamburger, whole grain white, calcium-fortified",28321,80.18415,-106.75901
Pancakes,"Pancakes, whole wheat, dry mix, incomplete",28324,81.66848,-108.99262
Crackers,"Crackers, whole grain, sandwich-type, with peanut butter filling",28326,81.979836,-110.906006
Crackers,"Crackers, water biscuits",28327,79.82155,-107.855896
Cookies,"Cookies, chocolate chip sandwich, with creme filling",28328,78.497574,-109.41248
Cookies,"Cookies, chocolate, made with rice cereal",28329,78.88022,-110.59224
Cookies,"Cookies, marshmallow, with rice cereal and chocolate chips",28330,79.27321,-110.19404
Cookies,"Cookies, gluten-free, chocolate sandwich, with creme filling",28332,78.444885,-110.021706
Bread,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",28337,79.58832,-106.22393
Rolls,"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",28341,79.88496,-106.430954
Crackers,"Crackers, gluten-free, multi-seeded and multigrain",28345,82.156456,-110.61068
